,BATHRM,HF_BATHRM,HEAT,AC,ROOMS,BEDRM,AYB,YR_RMDL,EYB,PRICE,QUALIFIED,SALE_NUM,BLDG_NUM,FIREPLACES,USECODE,LANDAREA,SOURCE,CMPLX_NUM,LIVING_GBA,ZIPCODE,LATITUDE,LONGITUDE,ASSESSMENT_NBHD,WARD,SQUARE,QUADRANT,SALEYEAR,SALEMONTH
106696,2,0,Forced Air,Y,4,2,1911.0,1,1919,599900.0,Q,2,1,0,16,716,Condominium,5329.0,1084.0,20010.0,38.93360568,-77.02131173000001,Columbia Heights,Ward 1,3037,NW,2016.0,12.0
106698,2,0,Forced Air,Y,4,2,1911.0,1,1919,677900.0,U,2,1,0,16,844,Condominium,5329.0,1267.0,20010.0,38.93360568,-77.02131173000001,Columbia Heights,Ward 1,3037,NW,2017.0,2.0
106699,2,0,Forced Air,Y,4,2,1911.0,1,1919,659900.0,U,2,1,0,16,763,Condominium,5329.0,1151.0,20010.0,38.93360568,-77.02131173000001,Columbia Heights,Ward 1,3037,NW,2016.0,12.0
106700,2,0,Forced Air,Y,4,2,1911.0,1,1919,645000.0,U,2,1,0,16,716,Condominium,5329.0,1080.0,20010.0,38.93360568,-77.02131173000001,Columbia Heights,Ward 1,3037,NW,2016.0,12.0
106701,2,0,Forced Air,Y,4,2,1911.0,1,1919,690900.0,Q,2,1,0,16,923,Condominium,5329.0,1405.0,20010.0,38.93360568,-77.02131173000001,Columbia Heights,Ward 1,3037,NW,2017.0,2.0
106702,2,0,Forced Air,Y,4,2,1911.0,1,1919,695000.0,U,2,1,0,16,844,Condominium,5329.0,1278.0,20010.0,38.93360568,-77.02131173000001,Columbia Heights,Ward 1,3037,NW,2016.0,11.0
106703,2,0,Forced Air,Y,4,2,1911.0,1,1919,803500.0,U,2,1,0,16,918,Condominium,5329.0,1417.0,20010.0,38.93360568,-77.02131173000001,Columbia Heights,Ward 1,3037,NW,2016.0,12.0
106704,2,0,Forced Air,Y,4,2,1911.0,1,1919,642900.0,Q,2,1,0,16,716,Condominium,5329.0,1080.0,20010.0,38.93360568,-77.02131173000001,Columbia Heights,Ward 1,3037,NW,2016.0,12.0
106705,2,0,Forced Air,Y,4,2,1911.0,1,1919,765900.0,U,2,1,0,16,923,Condominium,5329.0,1405.0,20010.0,38.93360568,-77.02131173000001,Columbia Heights,Ward 1,3037,NW,2017.0,4.0
106706,2,0,Forced Air,Y,4,2,1911.0,1,1919,738400.0,U,2,1,0,16,844,Condominium,5329.0,1278.0,20010.0,38.93360568,-77.02131173000001,Columbia Heights,Ward 1,3037,NW,2016.0,12.0
106707,2,0,Forced Air,Y,4,2,2007.0,0,2007,264405.0,Q,1,1,0,17,471,Condominium,3175.0,955.0,20011.0,38.95575929,-77.01040726,Chillum,Ward 4,3393,NW,2014.0,2.0
106708,2,0,Forced Air,Y,4,2,2007.0,0,2007,274900.0,Q,1,1,0,17,471,Condominium,3175.0,950.0,20011.0,38.95575929,-77.01040726,Chillum,Ward 4,3393,NW,2014.0,4.0
106709,2,0,Forced Air,Y,4,2,2007.0,0,2007,252500.0,Q,1,1,0,17,471,Condominium,3175.0,980.0,20011.0,38.95575929,-77.01040726,Chillum,Ward 4,3393,NW,2013.0,7.0
106710,2,0,Forced Air,Y,4,2,2007.0,0,2007,289900.0,Q,1,1,0,17,471,Condominium,3175.0,980.0,20011.0,38.95575929,-77.01040726,Chillum,Ward 4,3393,NW,2013.0,7.0
106712,2,0,Forced Air,Y,4,2,2007.0,0,2007,265000.0,Q,1,1,0,17,471,Condominium,3175.0,950.0,20011.0,38.95575929,-77.01040726,Chillum,Ward 4,3393,NW,2014.0,3.0
106713,2,0,Forced Air,Y,4,2,2007.0,0,2007,265000.0,Q,1,1,0,17,471,Condominium,3175.0,980.0,20011.0,38.95575929,-77.01040726,Chillum,Ward 4,3393,NW,2013.0,11.0
106718,1,1,Forced Air,Y,4,2,1937.0,1,1937,361500.0,U,2,1,0,16,788,Condominium,5528.0,777.0,20011.0,38.95287496,-77.01260222,Petworth,Ward 4,3399,NW,2017.0,8.0
106719,1,1,Forced Air,Y,4,2,1937.0,1,1937,362500.0,U,2,1,0,16,788,Condominium,5528.0,777.0,20011.0,38.95287496,-77.01260222,Petworth,Ward 4,3399,NW,2017.0,8.0
106720,1,0,Forced Air,Y,3,1,2004.0,0,2004,305000.0,Q,1,1,0,17,374,Condominium,2661.0,670.0,20024.0,38.88082098,-77.01427073,Southwest Waterfront,Ward 6,0540,SW,2014.0,3.0
106722,1,0,Forced Air,Y,3,1,2004.0,0,2004,384000.0,Q,3,1,0,17,374,Condominium,2661.0,670.0,20024.0,38.88082098,-77.01427073,Southwest Waterfront,Ward 6,0540,SW,2017.0,5.0
106728,1,0,Forced Air,Y,3,1,2004.0,0,2004,346755.0,Q,3,1,0,17,374,Condominium,2661.0,636.0,20024.0,38.88082098,-77.01427073,Southwest Waterfront,Ward 6,0540,SW,2014.0,10.0
106729,1,0,Forced Air,Y,3,1,2004.0,0,2004,378000.0,Q,4,1,0,17,374,Condominium,2661.0,670.0,20024.0,38.88082098,-77.01427073,Southwest Waterfront,Ward 6,0540,SW,2015.0,6.0
106730,1,0,Forced Air,Y,3,1,2004.0,0,2004,305000.0,Q,1,1,0,17,374,Condominium,2661.0,673.0,20024.0,38.88082098,-77.01427073,Southwest Waterfront,Ward 6,0540,SW,2010.0,5.0
106732,1,0,Forced Air,Y,4,2,2004.0,0,2004,375000.0,Q,1,1,0,17,523,Condominium,2661.0,936.0,20024.0,38.88082098,-77.01427073,Southwest Waterfront,Ward 6,0540,SW,2013.0,8.0
106738,1,0,Forced Air,Y,4,1,2004.0,0,2004,425000.0,Q,5,1,0,17,492,Condominium,2661.0,822.0,20024.0,38.88082098,-77.01427073,Southwest Waterfront,Ward 6,0540,SW,2014.0,10.0
106741,1,0,Forced Air,Y,2,0,2004.0,0,2004,224777.0,Q,1,1,0,17,274,Condominium,2661.0,515.0,20024.0,38.88082098,-77.01427073,Southwest Waterfront,Ward 6,0540,SW,2013.0,3.0
106745,1,0,Forced Air,Y,4,1,2004.0,0,2004,402500.0,Q,3,1,0,17,492,Condominium,2661.0,901.0,20024.0,38.88082098,-77.01427073,Southwest Waterfront,Ward 6,0540,SW,2014.0,7.0
106749,1,0,Warm Cool,Y,3,1,1967.0,0,1967,320000.0,Q,5,1,0,17,495,Condominium,2282.0,670.0,20024.0,38.874789195000005,-77.01630113,Southwest Waterfront,Ward 6,0546,SW,2016.0,5.0
106754,1,0,Warm Cool,Y,2,0,1967.0,0,1967,245000.0,Q,4,1,0,17,347,Condominium,2282.0,462.0,20024.0,38.874789195000005,-77.01630113,Southwest Waterfront,Ward 6,0546,SW,2017.0,10.0
106759,1,0,Warm Cool,Y,3,1,1967.0,0,1967,235000.0,Q,1,1,0,17,668,Condominium,2282.0,890.0,20024.0,38.874789195000005,-77.01630113,Southwest Waterfront,Ward 6,0546,SW,2013.0,9.0
106761,1,1,Warm Cool,Y,3,1,1967.0,0,1967,339000.0,Q,3,1,0,17,536,Condominium,2282.0,718.0,20024.0,38.874789195000005,-77.01630113,Southwest Waterfront,Ward 6,0546,SW,2017.0,10.0
106765,1,0,Warm Cool,Y,3,1,1967.0,0,1967,200000.0,Q,1,1,0,17,495,Condominium,2282.0,670.0,20024.0,38.874789195000005,-77.01630113,Southwest Waterfront,Ward 6,0546,SW,2010.0,11.0
106766,1,0,Warm Cool,Y,3,1,1967.0,0,1967,289000.0,Q,4,1,0,17,495,Condominium,2282.0,670.0,20024.0,38.874789195000005,-77.01630113,Southwest Waterfront,Ward 6,0546,SW,2015.0,5.0
106768,1,0,Warm Cool,Y,3,1,1967.0,0,1967,236995.0,Q,5,1,0,17,285,Condominium,2282.0,527.0,20024.0,38.874789195000005,-77.01630113,Southwest Waterfront,Ward 6,0546,SW,2016.0,1.0
106769,1,0,Warm Cool,Y,3,1,1967.0,0,1967,219000.0,Q,1,1,0,17,409,Condominium,2282.0,531.0,20024.0,38.874789195000005,-77.01630113,Southwest Waterfront,Ward 6,0546,SW,2014.0,3.0
106770,1,0,Warm Cool,Y,2,0,1967.0,0,1967,273000.0,Q,3,1,0,17,347,Condominium,2282.0,462.0,20024.0,38.874789195000005,-77.01630113,Southwest Waterfront,Ward 6,0546,SW,2018.0,5.0
106772,1,1,Warm Cool,Y,5,2,1967.0,0,1967,390000.0,U,2,1,0,17,857,Condominium,2282.0,1138.0,20024.0,38.874789195000005,-77.01630113,Southwest Waterfront,Ward 6,0546,SW,2018.0,1.0
106773,1,1,Warm Cool,Y,5,2,1967.0,0,1967,349000.0,Q,1,1,0,17,857,Condominium,2282.0,1138.0,20024.0,38.874789195000005,-77.01630113,Southwest Waterfront,Ward 6,0546,SW,2014.0,1.0
106775,2,0,Warm Cool,Y,5,2,1967.0,0,1967,345000.0,Q,1,1,0,17,857,Condominium,2282.0,1136.0,20024.0,38.874789195000005,-77.01630113,Southwest Waterfront,Ward 6,0546,SW,2013.0,2.0
106777,1,0,Warm Cool,Y,2,0,1967.0,0,1967,230000.0,Q,3,1,0,17,347,Condominium,2282.0,462.0,20024.0,38.874789195000005,-77.01630113,Southwest Waterfront,Ward 6,0546,SW,2016.0,2.0
106779,1,0,Warm Cool,Y,3,1,1967.0,0,1967,280000.0,Q,3,1,0,17,409,Condominium,2282.0,533.0,20024.0,38.874789195000005,-77.01630113,Southwest Waterfront,Ward 6,0546,SW,2016.0,9.0
106782,1,0,Warm Cool,Y,3,1,1967.0,0,1967,300000.0,Q,5,1,0,17,495,Condominium,2282.0,670.0,20024.0,38.874789195000005,-77.01630113,Southwest Waterfront,Ward 6,0546,SW,2017.0,10.0
106786,1,1,Warm Cool,Y,3,1,1967.0,0,1967,180000.0,U,1,1,0,17,536,Condominium,2282.0,716.0,20024.0,38.874789195000005,-77.01630113,Southwest Waterfront,Ward 6,0546,SW,2010.0,6.0
106787,1,0,Warm Cool,Y,2,0,1967.0,0,1967,185000.0,Q,2,1,0,17,347,Condominium,2282.0,462.0,20024.0,38.874789195000005,-77.01630113,Southwest Waterfront,Ward 6,0546,SW,2016.0,3.0
106788,1,0,Warm Cool,Y,4,1,1967.0,0,1967,170000.0,U,1,1,0,17,668,Condominium,2282.0,889.0,20024.0,38.874789195000005,-77.01630113,Southwest Waterfront,Ward 6,0546,SW,2011.0,4.0
106789,1,1,Warm Cool,Y,5,2,1967.0,0,1967,325000.0,U,4,1,0,17,857,Condominium,2282.0,1138.0,20024.0,38.874789195000005,-77.01630113,Southwest Waterfront,Ward 6,0546,SW,2016.0,6.0
106791,1,0,Warm Cool,Y,4,1,1967.0,0,1967,279000.0,Q,6,1,0,17,668,Condominium,2282.0,890.0,20024.0,38.874789195000005,-77.01630113,Southwest Waterfront,Ward 6,0546,SW,2014.0,8.0
106792,1,0,Warm Cool,Y,2,0,1967.0,0,1967,157000.0,Q,1,1,0,17,347,Condominium,2282.0,461.0,20024.0,38.874789195000005,-77.01630113,Southwest Waterfront,Ward 6,0546,SW,2013.0,5.0
106793,1,1,Warm Cool,Y,3,1,1967.0,0,1967,205000.0,Q,1,1,0,17,536,Condominium,2282.0,730.0,20024.0,38.874789195000005,-77.01630113,Southwest Waterfront,Ward 6,0546,SW,2011.0,4.0
106822,3,0,Forced Air,Y,4,3,1954.0,1,1954,89015.0,U,4,1,0,16,1321,Condominium,1838.0,1063.0,20032.0,38.84295302,-76.98734129,Randle Heights,Ward 8,5915,SE,2017.0,11.0
106827,1,1,Forced Air,Y,3,2,1954.0,1,1954,67000.0,U,3,1,0,16,854,Condominium,1838.0,628.0,20032.0,38.84295302,-76.98734129,Randle Heights,Ward 8,5915,SE,2015.0,4.0
106831,1,1,Forced Air,Y,3,2,1954.0,1,1954,72000.0,U,1,1,0,16,856,Condominium,1838.0,628.0,20032.0,38.84295302,-76.98734129,Randle Heights,Ward 8,5915,SE,2013.0,6.0
106838,1,0,Forced Air,Y,4,2,1949.0,1,1949,72000.0,U,3,1,0,16,1474,Condominium,1747.0,710.0,20032.0,38.83364685,-76.99125199,Congress Heights,Ward 8,5925,SE,2017.0,12.0
106840,1,0,Forced Air,Y,4,2,1949.0,1,1949,65000.0,U,1,1,0,16,1496,Condominium,1747.0,745.0,20032.0,38.83364685,-76.99125199,Congress Heights,Ward 8,5925,SE,2013.0,9.0
106841,1,0,Forced Air,Y,4,2,1949.0,1,1949,55000.0,U,5,1,0,16,1496,Condominium,1747.0,732.0,20032.0,38.83364685,-76.99125199,Congress Heights,Ward 8,5925,SE,2016.0,12.0
106843,1,0,Forced Air,Y,4,2,1949.0,1,1949,95000.0,U,4,1,0,16,1474,Condominium,1747.0,702.0,20032.0,38.83364685,-76.99125199,Congress Heights,Ward 8,5925,SE,2016.0,5.0
106847,1,0,Forced Air,Y,4,2,1949.0,1,1949,50000.0,U,1,1,0,16,1496,Condominium,1747.0,732.0,20032.0,38.83364685,-76.99125199,Congress Heights,Ward 8,5925,SE,2012.0,10.0
106852,1,0,Ht Pump,Y,4,1,1940.0,1,1940,98000.0,Q,3,1,0,16,1175,Condominium,1280.0,622.0,20020.0,38.86444768,-76.95130589,Hillcrest,Ward 7,5673,SE,2016.0,3.0
106864,1,0,Forced Air,Y,4,2,2002.0,0,2002,22000.0,Q,5,1,0,16,988,Condominium,1482.0,764.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2018.0,6.0
106865,1,0,Forced Air,Y,3,1,2002.0,0,2002,25500.0,Q,3,1,0,16,790,Condominium,1482.0,607.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2017.0,7.0
106866,1,0,Forced Air,Y,2,0,2002.0,0,2002,7000.0,U,2,1,0,16,691,Condominium,1482.0,532.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2017.0,5.0
106867,1,0,Forced Air,Y,4,2,2002.0,0,2002,16000.0,U,1,1,0,16,988,Condominium,1482.0,792.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2011.0,12.0
106868,1,0,Forced Air,Y,3,1,2002.0,0,2002,27900.0,Q,3,1,0,16,790,Condominium,1482.0,635.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2018.0,6.0
106870,1,0,Forced Air,Y,3,1,2002.0,0,2002,45000.0,Q,4,1,0,16,691,Condominium,1482.0,540.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2018.0,6.0
106871,1,0,Forced Air,Y,4,2,2002.0,0,2002,31000.0,U,1,1,0,16,988,Condominium,1482.0,788.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2012.0,1.0
106872,1,0,Forced Air,Y,3,1,2002.0,0,2002,19000.0,Q,3,1,0,16,790,Condominium,1482.0,635.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2018.0,4.0
106873,1,0,Forced Air,Y,3,1,2002.0,0,2002,39901.0,Q,4,1,0,16,790,Condominium,1482.0,635.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2018.0,6.0
106876,1,0,Forced Air,Y,3,1,2002.0,0,2002,20000.0,U,2,1,0,16,790,Condominium,1482.0,635.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2016.0,12.0
106877,1,0,Forced Air,Y,3,1,2002.0,0,2002,15000.0,U,3,1,0,16,790,Condominium,1482.0,635.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2016.0,12.0
106880,1,0,Forced Air,Y,3,1,2002.0,0,2002,20000.0,U,2,1,0,16,790,Condominium,1482.0,642.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2016.0,12.0
106889,1,0,Forced Air,Y,4,2,2002.0,0,2002,25500.0,U,5,1,0,16,988,Condominium,1482.0,772.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2017.0,4.0
106890,1,0,Forced Air,Y,4,2,2002.0,0,2002,20000.0,Q,5,1,0,16,1087,Condominium,1482.0,825.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2017.0,4.0
106891,1,0,Forced Air,Y,4,2,2002.0,0,2002,37500.0,U,2,1,0,16,1087,Condominium,1482.0,825.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2018.0,5.0
106893,1,0,Forced Air,Y,4,2,2002.0,0,2002,17500.0,U,1,1,0,16,1087,Condominium,1482.0,800.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2013.0,11.0
106894,1,0,Forced Air,Y,3,1,2002.0,0,2002,30000.0,Q,4,1,0,16,790,Condominium,1482.0,642.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2018.0,7.0
106896,1,0,Forced Air,Y,4,2,2002.0,0,2002,23000.0,Q,5,1,0,16,1087,Condominium,1482.0,825.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2018.0,6.0
106897,1,0,Forced Air,Y,4,2,2002.0,0,2002,20000.0,U,3,1,0,16,1087,Condominium,1482.0,825.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2017.0,12.0
106900,1,0,Forced Air,Y,4,2,2002.0,0,2002,29000.0,U,3,1,0,16,1087,Condominium,1482.0,825.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2018.0,2.0
106901,1,0,Forced Air,Y,4,2,2002.0,0,2002,58776.0,U,2,1,0,16,1087,Condominium,1482.0,825.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2017.0,8.0
106903,1,0,Forced Air,Y,4,2,2002.0,0,2002,29000.0,U,5,1,0,16,988,Condominium,1482.0,772.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2017.0,4.0
106905,1,0,Forced Air,Y,4,2,2002.0,0,2002,21000.0,U,4,1,0,16,1087,Condominium,1482.0,825.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2017.0,12.0
106907,1,0,Water Base Brd,Y,4,2,1965.0,1,2006,65000.0,U,3,1,0,16,1181,Condominium,1713.0,848.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2017.0,5.0
106908,1,0,Water Base Brd,Y,4,2,1965.0,1,2005,65625.0,Q,4,1,0,16,1181,Condominium,1713.0,848.0,20020.0,38.85298403,-76.964861015,Randle Heights,Ward 8,5720,SE,2015.0,5.0
106912,1,0,Ht Pump,Y,4,2,1952.0,1,1952,122400.0,U,2,1,0,16,877,Condominium,1841.0,722.0,20032.0,38.829847935,-76.99946291,Congress Heights,Ward 8,6165,SE,2018.0,4.0
106913,1,0,Ht Pump,Y,4,2,1952.0,1,1952,42600.0,U,1,1,0,16,705,Condominium,1841.0,719.0,20032.0,38.829847935,-76.99946291,Congress Heights,Ward 8,6165,SE,2011.0,10.0
106915,1,0,Ht Pump,Y,4,2,1952.0,1,1952,122400.0,U,2,1,0,16,705,Condominium,1841.0,719.0,20032.0,38.829847935,-76.99946291,Congress Heights,Ward 8,6165,SE,2018.0,4.0
106921,1,0,Forced Air,Y,4,1,1954.0,1,1954,17000.0,U,1,1,0,16,710,Condominium,1289.0,562.0,20032.0,38.82996879,-77.00558000000001,Congress Heights,Ward 8,6169,SE,2010.0,12.0
106932,1,0,Forced Air,Y,4,2,1960.0,1,1960,73900.0,U,4,1,0,16,1032,Condominium,1653.0,773.0,20032.0,38.82770175,-76.99772713,Congress Heights,Ward 8,6208,SE,2016.0,6.0
106934,1,0,Forced Air,Y,5,2,1960.0,1,1960,51600.0,U,3,1,0,16,1032,Condominium,1653.0,884.0,20032.0,38.82770175,-76.99772713,Congress Heights,Ward 8,6208,SE,2017.0,8.0
106941,1,0,Warm Cool,Y,5,2,1949.0,1,1949,128750.0,Q,1,1,0,16,1379,Condominium,1302.0,753.0,20032.0,38.821792045,-77.006344945,Congress Heights,Ward 8,6254,SW,2010.0,1.0
106950,1,0,Warm Cool,Y,3,1,1949.0,1,1949,35000.0,U,1,1,0,16,1066,Condominium,1302.0,582.0,20032.0,38.821792045,-77.006344945,Congress Heights,Ward 8,6254,SW,2014.0,3.0
106951,1,0,Warm Cool,Y,3,1,1949.0,1,1949,31978.0,U,6,1,0,16,1113,Condominium,1302.0,608.0,20032.0,38.821792045,-77.006344945,Congress Heights,Ward 8,6254,SW,2017.0,8.0
106952,1,0,Warm Cool,Y,5,2,1949.0,1,1949,25000.0,U,3,1,0,16,1377,Condominium,1302.0,752.0,20032.0,38.821792045,-77.006344945,Congress Heights,Ward 8,6254,SW,2017.0,4.0
106954,1,0,Warm Cool,Y,4,2,1949.0,1,1949,55000.0,U,2,1,0,16,1232,Condominium,1302.0,673.0,20032.0,38.821792045,-77.006344945,Congress Heights,Ward 8,6254,SW,2018.0,4.0
106955,1,0,Warm Cool,Y,5,2,1949.0,1,1949,75000.0,Q,7,1,0,16,1359,Condominium,1302.0,742.0,20032.0,38.821792045,-77.006344945,Congress Heights,Ward 8,6254,SW,2017.0,8.0
106961,1,0,Ht Pump,Y,3,1,1955.0,1,1955,102375.0,U,5,1,0,16,589,Condominium,1677.0,520.0,20032.0,38.842956975,-76.99495752,Congress Heights,Ward 8,5956,SE,2015.0,7.0
106963,1,0,Ht Pump,Y,3,1,1955.0,1,1955,45000.0,U,3,1,0,16,589,Condominium,1677.0,476.0,20032.0,38.842956975,-76.99495752,Congress Heights,Ward 8,5956,SE,2017.0,1.0
106965,1,0,Ht Pump,Y,3,1,1955.0,1,1955,50000.0,U,3,1,0,16,589,Condominium,1677.0,520.0,20032.0,38.842956975,-76.99495752,Congress Heights,Ward 8,5956,SE,2016.0,5.0
106995,2,0,Ht Pump,Y,4,2,1955.0,1,1955,74550.0,U,4,1,0,16,589,Condominium,1652.0,645.0,20032.0,38.842956975,-76.99495752,Congress Heights,Ward 8,5956,SE,2015.0,5.0
106996,1,0,Ht Pump,Y,4,1,1955.0,1,1955,47000.0,U,1,1,0,16,589,Condominium,1652.0,613.0,20032.0,38.842956975,-76.99495752,Congress Heights,Ward 8,5956,SE,2012.0,6.0
106998,2,0,Ht Pump,Y,4,2,1955.0,1,1955,93000.0,U,1,1,0,16,589,Condominium,1652.0,926.0,20032.0,38.842956975,-76.99495752,Congress Heights,Ward 8,5956,SE,2012.0,3.0
106999,2,0,Ht Pump,Y,4,2,1955.0,1,1955,65000.0,U,1,1,0,16,589,Condominium,1652.0,645.0,20032.0,38.842956975,-76.99495752,Congress Heights,Ward 8,5956,SE,2012.0,4.0
107001,2,0,Ht Pump,Y,4,2,1955.0,1,1955,164571.0,U,3,1,0,16,589,Condominium,1652.0,827.0,20032.0,38.842956975,-76.99495752,Congress Heights,Ward 8,5956,SE,2017.0,8.0
107002,2,0,Ht Pump,Y,4,2,1955.0,1,1955,145000.0,U,1,1,0,16,589,Condominium,1652.0,926.0,20032.0,38.842956975,-76.99495752,Congress Heights,Ward 8,5956,SE,2013.0,11.0
107003,1,0,Ht Pump,Y,4,1,1955.0,1,1955,55000.0,U,1,1,0,16,589,Condominium,1652.0,530.0,20032.0,38.842956975,-76.99495752,Congress Heights,Ward 8,5956,SE,2012.0,4.0
107004,2,0,Ht Pump,Y,4,2,1955.0,1,1955,80500.0,U,1,1,0,16,589,Condominium,1652.0,645.0,20032.0,38.842956975,-76.99495752,Congress Heights,Ward 8,5956,SE,2014.0,4.0
107006,2,0,Ht Pump,Y,4,2,1955.0,1,1955,425000.0,U,1,1,0,16,589,Condominium,1652.0,963.0,20032.0,38.842956975,-76.99495752,Congress Heights,Ward 8,5956,SE,2010.0,11.0
107007,2,0,Ht Pump,Y,4,2,1955.0,1,1955,90000.0,U,1,1,0,16,589,Condominium,1652.0,1089.0,20032.0,38.842956975,-76.99495752,Congress Heights,Ward 8,5956,SE,2011.0,6.0
107008,2,0,Ht Pump,Y,4,2,1955.0,1,1955,45000.0,U,4,1,0,16,589,Condominium,1652.0,1056.0,20032.0,38.842956975,-76.99495752,Congress Heights,Ward 8,5956,SE,2015.0,11.0
107009,1,0,Ht Pump,Y,4,1,1955.0,1,1955,72400.0,U,1,1,0,16,589,Condominium,1652.0,579.0,20032.0,38.842956975,-76.99495752,Congress Heights,Ward 8,5956,SE,2012.0,10.0
107011,2,0,Ht Pump,Y,4,2,1955.0,1,1955,90000.0,U,1,1,0,16,589,Condominium,1652.0,1089.0,20032.0,38.842956975,-76.99495752,Congress Heights,Ward 8,5956,SE,2010.0,10.0
107012,1,0,Wall Furnace,Y,4,2,1965.0,0,2002,22000.0,U,1,1,0,16,988,Condominium,1481.0,652.0,20020.0,38.86374456,-76.9758629,Randle Heights,Ward 8,5763,SE,2010.0,4.0
107013,1,0,Wall Furnace,Y,4,2,1965.0,0,2002,72190.0,U,3,1,0,16,1185,Condominium,1481.0,715.0,20020.0,38.86374456,-76.9758629,Randle Heights,Ward 8,5763,SE,2017.0,11.0
107015,1,0,Wall Furnace,Y,3,1,1965.0,0,2002,41500.0,U,1,1,0,16,790,Condominium,1481.0,542.0,20020.0,38.86374456,-76.9758629,Randle Heights,Ward 8,5763,SE,2013.0,10.0
107018,1,0,Wall Furnace,Y,3,1,1965.0,0,2002,103000.0,U,3,1,0,16,889,Condominium,1481.0,624.0,20020.0,38.86374456,-76.9758629,Randle Heights,Ward 8,5763,SE,2017.0,9.0
107020,1,0,Wall Furnace,Y,3,1,1965.0,0,2002,47500.0,U,5,1,0,16,889,Condominium,1481.0,589.0,20020.0,38.86374456,-76.9758629,Randle Heights,Ward 8,5763,SE,2017.0,10.0
107023,1,0,Wall Furnace,Y,4,2,1965.0,0,2002,33000.0,U,1,1,0,16,988,Condominium,1481.0,670.0,20020.0,38.86374456,-76.9758629,Randle Heights,Ward 8,5763,SE,2011.0,9.0
107027,1,0,Wall Furnace,Y,4,2,1965.0,0,2002,65000.0,Q,4,1,0,16,1087,Condominium,1481.0,707.0,20020.0,38.86374456,-76.9758629,Randle Heights,Ward 8,5763,SE,2016.0,9.0
107030,1,0,Forced Air,Y,3,1,1964.0,1,1964,45000.0,U,5,1,0,16,832,Condominium,1286.0,724.0,20032.0,38.837993695,-76.9998107,Congress Heights,Ward 8,5969,SE,2015.0,8.0
107034,1,0,Forced Air,Y,4,2,1964.0,1,1964,20849.0,U,1,1,0,16,1214,Condominium,1286.0,882.0,20032.0,38.837993695,-76.9998107,Congress Heights,Ward 8,5969,SE,2011.0,6.0
107039,2,1,Ht Pump,Y,4,2,2015.0,0,2015,289900.0,Q,1,1,0,16,1446,Condominium,5187.0,1272.0,20032.0,38.837993695,-76.9998107,Congress Heights,Ward 8,5969,SE,2015.0,7.0
107040,3,1,Ht Pump,Y,6,4,2015.0,0,2015,333500.0,Q,1,1,0,16,2094,Condominium,5187.0,1630.0,20032.0,38.837993695,-76.9998107,Congress Heights,Ward 8,5969,SE,2015.0,11.0
107041,2,0,Ht Pump,Y,4,2,2015.0,0,2015,274900.0,Q,1,1,0,16,1237,Condominium,5187.0,1120.0,20032.0,38.837993695,-76.9998107,Congress Heights,Ward 8,5969,SE,2015.0,10.0
107042,2,0,Ht Pump,Y,4,2,2015.0,0,2015,288790.0,Q,1,1,0,16,1425,Condominium,5187.0,1078.0,20032.0,38.837993695,-76.9998107,Congress Heights,Ward 8,5969,SE,2015.0,8.0
107043,2,0,Ht Pump,Y,4,2,2015.0,0,2015,261720.0,Q,1,1,0,16,1405,Condominium,5187.0,1273.0,20032.0,38.837993695,-76.9998107,Congress Heights,Ward 8,5969,SE,2015.0,8.0
